target,source_id,cell_id,condition_id,discharge_stage,sample_count,model_mae,model_p95_absolute_error,physical_mae,physical_max_absolute_error
soe,mit_stanford_fast_charge,b1c25,6C(40%)-3C,25-50%,961,,,1.340123526082395e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c25,6C(40%)-3C,50-75%,994,,,3.646758727767743e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c25,6C(40%)-3C,75-100%,4601,,,5.328279845621809e-17,3.608224830031759e-16
soe,mit_stanford_fast_charge,b1c25,6C(40%)-3C,>100%,288,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c26,6C(40%)-3.6C,0-25%,2848,,,4.1282520473245815e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c26,6C(40%)-3.6C,25-50%,1060,,,1.2359086500544196e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c26,6C(40%)-3.6C,50-75%,1220,,,3.585474358215669e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c26,6C(40%)-3.6C,75-100%,4407,,,5.333978015675259e-17,4.2327252813834093e-16
soe,mit_stanford_fast_charge,b1c26,6C(40%)-3.6C,>100%,338,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c27,6C(40%)-3.6C,0-25%,3544,,,4.9277111109914536e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c27,6C(40%)-3.6C,25-50%,986,,,1.463782892507813e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c27,6C(40%)-3.6C,50-75%,1117,,,3.483734737073566e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c27,6C(40%)-3.6C,75-100%,4359,,,5.434733068218494e-17,4.163336342344337e-16
soe,mit_stanford_fast_charge,b1c27,6C(40%)-3.6C,>100%,306,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c28,6C(50%)-3C,0-25%,8835,,,4.7336843619275207e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c28,6C(50%)-3C,25-50%,1000,,,1.1102230246251566e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c28,6C(50%)-3C,50-75%,986,,,3.642567428663673e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c28,6C(50%)-3C,75-100%,4592,,,5.2994654769954595e-17,3.191891195797325e-16
soe,mit_stanford_fast_charge,b1c28,6C(50%)-3C,>100%,311,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c29,6C(50%)-3C,0-25%,7415,,,5.0233287223430887e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c29,6C(50%)-3C,25-50%,1069,,,1.2878171660759533e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c29,6C(50%)-3C,50-75%,1095,,,3.7210214615290634e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c29,6C(50%)-3C,75-100%,4751,,,5.4297644514131356e-17,3.3306690738754696e-16
soe,mit_stanford_fast_charge,b1c29,6C(50%)-3C,>100%,330,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c3,4C(80%)-4C,0-25%,5605,,,3.977391317479597e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c3,4C(80%)-4C,25-50%,1440,,,1.3800688986659932e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c3,4C(80%)-4C,50-75%,1659,,,3.402943990487596e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c3,4C(80%)-4C,75-100%,5920,,,5.2097027549470654e-17,3.213575239247035e-16
soe,mit_stanford_fast_charge,b1c3,4C(80%)-4C,>100%,726,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c30,6C(50%)-3.6C,0-25%,6085,,,4.962706042695852e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c30,6C(50%)-3.6C,25-50%,784,,,1.416100796715761e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c30,6C(50%)-3.6C,50-75%,906,,,3.4740422459297116e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c30,6C(50%)-3.6C,75-100%,3792,,,5.285601209077145e-17,3.191891195797325e-16
soe,mit_stanford_fast_charge,b1c30,6C(50%)-3.6C,>100%,249,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c31,6C(50%)-3.6C,0-25%,6178,,,4.6597738796585154e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c31,6C(50%)-3.6C,25-50%,997,,,1.3362764589269687e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c31,6C(50%)-3.6C,50-75%,1120,,,3.7470027081099036e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c31,6C(50%)-3.6C,75-100%,4548,,,5.15801096890988e-17,3.1647861414851874e-16
soe,mit_stanford_fast_charge,b1c31,6C(50%)-3.6C,>100%,320,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c32,6C(60%)-3C,0-25%,6392,,,4.946675804337368e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c32,6C(60%)-3C,25-50%,791,,,1.2491763488197083e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c32,6C(60%)-3C,50-75%,857,,,3.66619738586837e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c32,6C(60%)-3C,75-100%,3961,,,5.4699395784199333e-17,3.3306690738754696e-16
soe,mit_stanford_fast_charge,b1c32,6C(60%)-3C,>100%,248,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c33,6C(60%)-3C,0-25%,5637,,,4.919881347372079e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c33,6C(60%)-3C,25-50%,850,,,1.084100129928094e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c33,6C(60%)-3C,50-75%,895,,,3.721417959637396e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c33,6C(60%)-3C,75-100%,4093,,,5.3396169769567494e-17,3.7470027081099033e-16
soe,mit_stanford_fast_charge,b1c33,6C(60%)-3C,>100%,248,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c34,7C(30%)-3.6C,0-25%,5885,,,5.016283810498371e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c34,7C(30%)-3.6C,25-50%,842,,,1.3053691144642577e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c34,7C(30%)-3.6C,50-75%,901,,,3.6843139218970234e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c34,7C(30%)-3.6C,75-100%,3841,,,5.2618925587654186e-17,4.0722633598555547e-16
soe,mit_stanford_fast_charge,b1c34,7C(30%)-3.6C,>100%,302,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c35,7C(30%)-3.6C,0-25%,6562,,,4.4987549870135495e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c35,7C(30%)-3.6C,25-50%,765,,,1.712500874585209e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c35,7C(30%)-3.6C,50-75%,859,,,3.651199120565852e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c35,7C(30%)-3.6C,75-100%,3817,,,5.2918929945640914e-17,3.642919299551295e-16
soe,mit_stanford_fast_charge,b1c35,7C(30%)-3.6C,>100%,231,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c36,7C(40%)-3C,0-25%,3555,,,4.612656560819567e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c36,7C(40%)-3C,25-50%,834,,,1.211394427348792e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c36,7C(40%)-3C,50-75%,916,,,3.4724770366278094e-17,3.3306690738754696e-16
soe,mit_stanford_fast_charge,b1c36,7C(40%)-3C,75-100%,3691,,,5.2634819307448706e-17,3.191891195797325e-16
soe,mit_stanford_fast_charge,b1c36,7C(40%)-3C,>100%,234,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c37,7C(40%)-3C,0-25%,5856,,,4.644887995784893e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c37,7C(40%)-3C,25-50%,692,,,1.1872327141945316e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c37,7C(40%)-3C,50-75%,793,,,3.8990808620189926e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c37,7C(40%)-3C,75-100%,3502,,,5.354365478100621e-17,3.436920886779049e-16
soe,mit_stanford_fast_charge,b1c37,7C(40%)-3C,>100%,224,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c38,7C(40%)-3.6C,0-25%,5281,,,2.596336745714956e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c38,7C(40%)-3.6C,25-50%,686,,,1.1490646464779317e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c38,7C(40%)-3.6C,50-75%,717,,,3.7626805437086895e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c38,7C(40%)-3.6C,75-100%,3369,,,5.3720705105780913e-17,4.128641872824801e-16
soe,mit_stanford_fast_charge,b1c38,7C(40%)-3.6C,>100%,182,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c39,7C(40%)-3.6C,0-25%,3694,,,4.4060285709271236e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c39,7C(40%)-3.6C,25-50%,715,,,1.3043179590001839e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c39,7C(40%)-3.6C,50-75%,778,,,3.703121785221441e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c39,7C(40%)-3.6C,75-100%,3331,,,5.3463553975023404e-17,3.885780586188048e-16
soe,mit_stanford_fast_charge,b1c39,7C(40%)-3.6C,>100%,181,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c4,4C(80%)-4C,0-25%,7762,,,4.379673926052859e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c4,4C(80%)-4C,25-50%,1392,,,1.3239728598259768e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c4,4C(80%)-4C,50-75%,1565,,,3.603791032010093e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c4,4C(80%)-4C,75-100%,5840,,,5.1727792708732665e-17,4.257119830264333e-16
soe,mit_stanford_fast_charge,b1c4,4C(80%)-4C,>100%,776,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c40,8C(15%)-3.6C,0-25%,9688,,,4.9139516201410725e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c40,8C(15%)-3.6C,25-50%,1083,,,1.1379017149897727e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c40,8C(15%)-3.6C,50-75%,1202,,,3.6484034503072946e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c40,8C(15%)-3.6C,75-100%,5127,,,5.268071340221612e-17,3.191891195797325e-16
soe,mit_stanford_fast_charge,b1c40,8C(15%)-3.6C,>100%,390,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,0-25%,9269,,,4.514435839693834e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,25-50%,1183,,,1.295103781895787e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,50-75%,1261,,,3.697808646650006e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,75-100%,5296,,,5.1231542815390166e-17,3.3133218391157016e-16
soe,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,>100%,518,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,0-25%,5406,,,4.066299646240862e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,25-50%,781,,,1.3220325389262428e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,50-75%,870,,,3.643318086557267e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,75-100%,3773,,,5.5001748804658193e-17,4.0245584642661925e-16
soe,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,>100%,199,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,0-25%,5389,,,3.883411396211579e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,25-50%,727,,,1.160618292593011e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,50-75%,765,,,3.664461617226824e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,75-100%,3526,,,5.3433157563961013e-17,3.4911309954033243e-16
soe,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,>100%,201,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,0-25%,4844,,,4.90707575500095e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,25-50%,689,,,1.0957208370756262e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,50-75%,783,,,3.665295681553039e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,75-100%,3356,,,5.255549592048835e-17,3.3306690738754696e-16
soe,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,>100%,154,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,0-25%,3373,,,4.864837326996684e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,25-50%,683,,,1.1378566870243186e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,50-75%,792,,,3.672707480451907e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,75-100%,3205,,,5.475127255643655e-17,3.191891195797325e-16
soe,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,>100%,139,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,0-25%,4932,,,3.5971946337206006e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,25-50%,1219,,,1.3388251404421494e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,50-75%,1378,,,3.480525011887283e-17,3.885780586188048e-16
soe,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,75-100%,5313,,,5.1999904167887484e-17,3.3350058825654116e-16
soe,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,>100%,574,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,0-25%,5151,,,5.097413032883897e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,25-50%,685,,,1.458687185638892e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,50-75%,744,,,3.87981164519544e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,75-100%,3410,,,5.4350808000320165e-17,3.608224830031759e-16
soe,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,>100%,214,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,0-25%,6048,,,3.7613210606100295e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,25-50%,997,,,1.2471913616651709e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,50-75%,1067,,,3.6729965107092806e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,75-100%,4589,,,5.295189720084992e-17,3.191891195797325e-16
soe,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,>100%,323,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,0-25%,7342,,,5.041519428085361e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,25-50%,1034,,,1.2777228233113504e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,50-75%,1080,,,3.520846166056631e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,75-100%,4533,,,5.3210954314958724e-17,4.2500725161431774e-16
soe,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,>100%,395,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,0-25%,10557,,,4.657741570583327e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,25-50%,1168,,,1.3117361078619144e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,50-75%,1181,,,3.66627417107376e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,75-100%,5309,,,5.3445249200713826e-17,3.3306690738754696e-16
soe,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,>100%,593,,,0.0,0.0
soe,oxford_battery_degradation_1,Cell1,temperature_0c,0-25%,16,,,2.0816681711721685e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell1,temperature_0c,25-50%,16,,,6.938893903907228e-18,1.1102230246251565e-16
soe,oxford_battery_degradation_1,Cell1,temperature_0c,50-75%,17,,,2.6122894697062506e-17,1.1102230246251565e-16
soe,oxford_battery_degradation_1,Cell1,temperature_0c,75-100%,18,,,5.728201477965082e-17,1.249000902703301e-16
soe,oxford_battery_degradation_1,Cell1,temperature_40c,0-25%,1133,,,2.822102657476126e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell1,temperature_40c,25-50%,1145,,,1.1441599729761438e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell1,temperature_40c,50-75%,1181,,,4.3948286537871354e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell1,temperature_40c,75-100%,1285,,,6.339948139947916e-17,3.608224830031759e-16
soe,oxford_battery_degradation_1,Cell1,temperature_40c,>100%,5,,,0.0,0.0
soe,oxford_battery_degradation_1,Cell2,temperature_40c,0-25%,1067,,,2.6949181197555345e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell2,temperature_40c,25-50%,1078,,,8.239131908164427e-18,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell2,temperature_40c,50-75%,1114,,,3.707387478999625e-17,1.6653345369377348e-16
soe,oxford_battery_degradation_1,Cell2,temperature_40c,75-100%,1196,,,5.501981546412811e-17,3.0531133177191805e-16
soe,oxford_battery_degradation_1,Cell2,temperature_40c,>100%,19,,,0.0,0.0
soe,oxford_battery_degradation_1,Cell3,temperature_40c,0-25%,1129,,,2.8124338799184655e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell3,temperature_40c,25-50%,1139,,,8.090299477075328e-18,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell3,temperature_40c,50-75%,1175,,,4.1385334875388815e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell3,temperature_40c,75-100%,1286,,,5.601792722338928e-17,2.983724378680108e-16
soe,oxford_battery_degradation_1,Cell3,temperature_40c,>100%,1,,,0.0,0.0
soe,oxford_battery_degradation_1,Cell4,temperature_40c,0-25%,711,,,3.013685566141423e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell4,temperature_40c,25-50%,718,,,1.0823901354284256e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell4,temperature_40c,50-75%,740,,,4.1858408631137656e-17,2.7755575615628914e-16
soe,oxford_battery_degradation_1,Cell4,temperature_40c,75-100%,805,,,5.918562014061095e-17,3.885780586188048e-16
soe,oxford_battery_degradation_1,Cell5,temperature_40c,0-25%,709,,,2.865596805449981e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell5,temperature_40c,25-50%,723,,,1.4741550534441913e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell5,temperature_40c,50-75%,744,,,4.4319386870117134e-17,2.7755575615628914e-16
soe,oxford_battery_degradation_1,Cell5,temperature_40c,75-100%,791,,,5.859523352986846e-17,4.163336342344337e-16
soe,oxford_battery_degradation_1,Cell6,temperature_40c,0-25%,704,,,2.2709107321878203e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell6,temperature_40c,25-50%,713,,,9.031267240990053e-18,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell6,temperature_40c,50-75%,736,,,3.6202924716037714e-17,1.6653345369377348e-16
soe,oxford_battery_degradation_1,Cell6,temperature_40c,75-100%,797,,,5.3447562165320707e-17,3.191891195797325e-16
soe,oxford_battery_degradation_1,Cell7,temperature_40c,0-25%,1154,,,2.6937820354856485e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell7,temperature_40c,25-50%,1171,,,8.817313517518322e-18,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell7,temperature_40c,50-75%,1208,,,3.974929289324339e-17,2.7755575615628914e-16
soe,oxford_battery_degradation_1,Cell7,temperature_40c,75-100%,1318,,,5.46147101709649e-17,3.191891195797325e-16
soe,oxford_battery_degradation_1,Cell7,temperature_40c,>100%,3,,,0.0,0.0
soe,oxford_battery_degradation_1,Cell8,temperature_40c,0-25%,1120,,,2.676430505792788e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell8,temperature_40c,25-50%,1131,,,9.619969620978368e-18,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell8,temperature_40c,50-75%,1169,,,3.936590621960029e-17,2.220446049250313e-16
soe,oxford_battery_degradation_1,Cell8,temperature_40c,75-100%,1276,,,5.746388346303829e-17,3.209238430557093e-16
soe,oxford_battery_degradation_1,Cell8,temperature_40c,>100%,1,,,0.0,0.0
